"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"53170444","Restaurant  Tapes Tapas *Poble Espanyol","#","Av","Francesc Ferrer i Guàrdia","13","27","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369148","2.146751","428641.975","4580088.441","428733.892","4580289.357","933257746","#","","01/01","31/12","0000110","12:00:00","17:30:00"," ",
"53170444","Restaurant  Tapes Tapas *Poble Espanyol","#","Av","Francesc Ferrer i Guàrdia","13","27","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369148","2.146751","428641.975","4580088.441","428733.892","4580289.357","933257746","#","","01/01","31/12","1111001","12:00:00","17:30:00"," ",
"53170444","Restaurant  Tapes Tapas *Poble Espanyol","#","Av","Francesc Ferrer i Guàrdia","13","27","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369148","2.146751","428641.975","4580088.441","428733.892","4580289.357","933257746","#","","01/01","31/12","1111001","18:00:00","22:30:00"," ",
"94135210","Restaurant Japonès Ginza","#","C","Provença","205","205","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.392182","2.15792","429600.877","4582636.586","429692.802","4582837.526","934517193","#","","01/01","31/12","0000000","20:00:00","23:59:00"," ",
"94135210","Restaurant Japonès Ginza","#","C","Provença","205","205","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.392182","2.15792","429600.877","4582636.586","429692.802","4582837.526","934517193","#","","01/01","31/12","0000000","12:00:00","16:00:00"," ",
"140145849","Hotel Rívoli Ramblas - HB-003878","128 Rambla Restaurant","C","Rambla","128","128","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384315","2.171183","430701.351","4581752.512","430793.286","4581953.444","934817664","Reserves","","01/01","31/12","0000000","20:00:00","22:30:00"," ",
"140145849","Hotel Rívoli Ramblas - HB-003878","128 Rambla Restaurant","C","Rambla","128","128","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384315","2.171183","430701.351","4581752.512","430793.286","4581953.444","934817664","Reserves","","01/01","31/12","0000000","13:00:00","15:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","934957777","#","Hotel","01/01","31/12","1111100","07:00:00","11:00:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","934957777","#","Hotel","01/01","31/12","1111101","13:00:00","15:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","934957777","#","Hotel","01/01","31/12","0000011","13:00:00","15:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","934957777","#","Hotel","01/01","31/12","0000011","07:00:00","10:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","622158496","#","","01/01","31/12","1111100","07:00:00","11:00:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","622158496","#","","01/01","31/12","1111101","13:00:00","15:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","622158496","#","","01/01","31/12","0000011","13:00:00","15:30:00"," ",
"140150522","Hotel Hilton Barcelona - HB-003892","Restaurant Mosaic","Av","Diagonal","589","591","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.388922","2.131402","427380.348","4582296.537","427472.252","4582497.473","622158496","#","","01/01","31/12","0000011","07:00:00","10:30:00"," ",
"150182627","Restaurant Embat","#","C","Mallorca","304","304","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397062","2.167012","430366.259","4583170.945","430458.191","4583371.89","934580855","#","","01/01","31/12","0001111","13:00:00","15:45:00"," ",
"150182627","Restaurant Embat","#","C","Mallorca","304","304","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397062","2.167012","430366.259","4583170.945","430458.191","4583371.89","934580855","#","","01/01","31/12","1110011","20:30:00","23:00:00"," ",
"150182627","Restaurant Embat","#","C","Mallorca","304","304","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397062","2.167012","430366.259","4583170.945","430458.191","4583371.89","934580855","#","","01/01","31/12","1110011","13:00:00","15:45:00"," ",
"150182627","Restaurant Embat","#","C","Mallorca","304","304","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397062","2.167012","430366.259","4583170.945","430458.191","4583371.89","934580855","#","","01/01","31/12","1111101","14:00:00","16:00:00"," ",
"165164232","Reial Cercle Artístic - Institut Barcelonès d'Art","Restaurant El Cercle","C","Arcs","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384567","2.174521","430980.687","4581777.816","431072.625","4581978.748","936244810","#","","01/01","31/12","0000000","11:00:00","01:00:00","Terrassa",
"165164232","Reial Cercle Artístic - Institut Barcelonès d'Art","Restaurant El Cercle","C","Arcs","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384567","2.174521","430980.687","4581777.816","431072.625","4581978.748","936244810","#","","01/01","31/12","0000000","13:00:00","16:00:00","Restaurant",
"165164232","Reial Cercle Artístic - Institut Barcelonès d'Art","Restaurant El Cercle","C","Arcs","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384567","2.174521","430980.687","4581777.816","431072.625","4581978.748","936244810","#","","01/01","31/12","0000000","20:00:00","23:59:00"," ",
"168094730","Cerveseria Restaurant El Fraile *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.066","4588197.597","433127.021","4588398.589","933608944","#","","","","","","","",
"168094818","Restaurant Trattoria Ginos *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.067","4588197.598","433127.022","4588398.59","935219182","#","","01/01","31/12","0000100","13:00:00","16:30:00"," ",
"168094818","Restaurant Trattoria Ginos *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.067","4588197.598","433127.022","4588398.59","935219182","#","","01/01","31/12","0000100","20:00:00","23:30:00"," ",
"168094818","Restaurant Trattoria Ginos *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.067","4588197.598","433127.022","4588398.59","935219182","#","","01/01","31/12","1111011","13:00:00","16:30:00"," ",
"168094818","Restaurant Trattoria Ginos *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.067","4588197.598","433127.022","4588398.59","935219182","#","","01/01","31/12","1111011","20:00:00","23:59:00"," ",
"168095042","Restaurant Pans & Company-Pollo Campero *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.066","4588197.597","433127.021","4588398.589","933608040","#","","01/01","31/12","0000111","09:00:00","23:00:00"," ",
"168095042","Restaurant Pans & Company-Pollo Campero *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.066","4588197.597","433127.021","4588398.589","933608040","#","","01/01","31/12","1111001","09:00:00","01:00:00"," ",
"168095042","Restaurant Pans & Company-Pollo Campero *La Maquinista","#","Pg","Potosí","2","2","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.442562","2.198378","433035.066","4588197.597","433127.021","4588398.589","933608040","#","","01/01","31/12","1111110","11:00:00","23:00:00"," ",
"171154336","Restaurant La Lluna","#","Cro","Sant Bonaventura","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385223","2.171811","430754.812","4581852.765","430846.748","4582053.698","933424479","#","","01/01","31/12","0001111","13:00:00","16:00:00"," ",
"171154336","Restaurant La Lluna","#","Cro","Sant Bonaventura","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385223","2.171811","430754.812","4581852.765","430846.748","4582053.698","933424479","#","","01/01","31/12","1110001","20:30:00","23:30:00"," ",
"171154336","Restaurant La Lluna","#","Cro","Sant Bonaventura","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385223","2.171811","430754.812","4581852.765","430846.748","4582053.698","933424479","#","","01/01","31/12","1110001","13:00:00","16:00:00"," ",
"174120355","Hotel Sofía - HB-003487","Restaurant Impar","Pl","Pius XII","4","4","20","la Maternitat i Sant Ramon","04","Les Corts","08034","019","BARCELONA","41.386559","2.123135","426686.5","4582041.148","426778.398","4582242.081","935081000","#","","","","","","","",
"195145422","Bar Restaurant O'Carballo","#","Trav","Gràcia","252","252","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.405503","2.164648","430177.626","4584109.928","430269.556","4584310.882","934574197","#","","01/01","31/12","0000011","08:00:00","21:00:00"," ",
"195145422","Bar Restaurant O'Carballo","#","Trav","Gràcia","252","252","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.405503","2.164648","430177.626","4584109.928","430269.556","4584310.882","934574197","#","","01/01","31/12","1111101","09:00:00","18:00:00"," ",
"234125759","Bar Restaurant Docemásuno Sports","#","C","Arquitecte Sert","17","19","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391207","2.198512","432993.464","4582496.167","433085.42","4582697.106","935319966","#","","01/01","31/12","0000110","08:00:00","02:00:00"," ",
"234125759","Bar Restaurant Docemásuno Sports","#","C","Arquitecte Sert","17","19","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391207","2.198512","432993.464","4582496.167","433085.42","4582697.106","935319966","#","","01/01","31/12","1111001","08:00:00","03:00:00"," ",
"273191107","Museu d'Història de Catalunya","Cafeteria Restaurant 1881","Pl","Pau Vila","3","3","03","la Barceloneta","01","Ciutat Vella","08039","019","BARCELONA","41.381131","2.185787","431919.153","4581387.43","432011.099","4581588.359","932210050","#","","01/01","31/12","0000000","13:00:00","23:59:00"," ",
"280131454","Restaurant Els Pollos de Llull *Ramon Turró","#","C","Ramon Turró","13","13","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391079","2.19095","432361.135","4582487.787","432453.085","4582688.726","932213206","#","","01/01","31/12","0000110","13:00:00","23:00:00"," ",
"280131454","Restaurant Els Pollos de Llull *Ramon Turró","#","C","Ramon Turró","13","13","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391079","2.19095","432361.135","4582487.787","432453.085","4582688.726","932213206","#","","01/01","31/12","1111001","13:00:00","00:00:00"," ",
"291123115","Abba Sants Hotel - HB-004078","Restaurant Amalur","C","Numància","32","32","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.382599","2.140046","428096.001","4581587.317","428187.912","4581788.247","936003131","Centraleta","","","","","","","",
"291123115","Abba Sants Hotel - HB-004078","Restaurant Amalur","C","Numància","32","32","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.382599","2.140046","428096.001","4581587.317","428187.912","4581788.247","936003101","Fax","","","","","","","",
"304193639","Restaurant Ugarit *Bruniquer","#","C","Bruniquer","37","37","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.405174","2.161382","429904.259","4584076.111","429996.186","4584277.064","932841214","#","","01/01","31/12","0000000","13:00:00","01:00:00"," ",
"1002155311","Bar Restaurant Lola Mola","#","Pg","Joan Borbó Comte Barcelona","74","74","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.375478","2.189464","432220.695","4580756.905","432312.644","4580957.828","932250263","#","","","","","","","",
"1016170156","Col·legi d'Arquitectes de Catalunya","Restaurant","Pl","Nova","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384477","2.175067","431026.318","4581767.397","431118.256","4581968.329","933015000","Centraleta","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"1016170156","Col·legi d'Arquitectes de Catalunya","Restaurant","Pl","Nova","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384477","2.175067","431026.318","4581767.397","431118.256","4581968.329","933015000","Centraleta","","01/01","31/12","1111101","10:00:00","17:00:00"," ",
"1016170156","Col·legi d'Arquitectes de Catalunya","Restaurant","Pl","Nova","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384477","2.175067","431026.318","4581767.397","431118.256","4581968.329","935125494","#","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"1016170156","Col·legi d'Arquitectes de Catalunya","Restaurant","Pl","Nova","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.384477","2.175067","431026.318","4581767.397","431118.256","4581968.329","935125494","#","","01/01","31/12","1111101","10:00:00","17:00:00"," ",
"1033153036","Bar Restaurant El Último Agave","#","C","Aragó","193","193","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387894","2.158915","429679.474","4582159.682","429771.4","4582360.617","661950734","#","","01/01","31/12","0100111","20:00:00","23:59:00"," ",
"1033153036","Bar Restaurant El Último Agave","#","C","Aragó","193","193","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387894","2.158915","429679.474","4582159.682","429771.4","4582360.617","661950734","#","","01/01","31/12","0100111","13:00:00","16:00:00"," ",
"1033153036","Bar Restaurant El Último Agave","#","C","Aragó","193","193","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387894","2.158915","429679.474","4582159.682","429771.4","4582360.617","661950734","#","","01/01","31/12","1011001","13:00:00","16:00:00"," ",
"1033153036","Bar Restaurant El Último Agave","#","C","Aragó","193","193","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387894","2.158915","429679.474","4582159.682","429771.4","4582360.617","661950734","#","","01/01","31/12","1011001","20:00:00","23:59:00"," ",
"1033170144","Restaurant Candela Raval","#","Pl","Salvador Seguí","13","13","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379073","2.17073","430657.941","4581170.865","430749.876","4581371.791","930029490","#","","","","","","","",
"1054162012","Gran Hotel Havana Silken - HB-003916","Restaurant Grand Place","G.V.","Corts Catalanes","647","647","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.392732","2.172222","430797.13","4582686.073","430889.066","4582887.014","933 417 000","#","Hotel","","","","","","",
"1068182909","Restaurant Xinès Hecheng","#","C","Entença","12","12","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375733","2.155998","429422.427","4580812.008","429514.351","4581012.931","933252349","#","","01/01","31/12","0000000","20:00:00","23:59:00"," ",
"1068182909","Restaurant Xinès Hecheng","#","C","Entença","12","12","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375733","2.155998","429422.427","4580812.008","429514.351","4581012.931","933252349","#","","01/01","31/12","0000000","12:00:00","16:00:00"," ",
"1107181800","Restaurant Kailash","#","C","Xifré","100","100","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.411367","2.180466","431505.927","4584748.33","431597.869","4584949.29","934330766","#","","01/01","31/12","1000001","13:30:00","16:00:00"," ",
"1107181800","Restaurant Kailash","#","C","Xifré","100","100","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.411367","2.180466","431505.927","4584748.33","431597.869","4584949.29","934330766","#","","01/01","31/12","1000001","20:30:00","23:30:00"," ",
"1107181800","Restaurant Kailash","#","C","Xifré","100","100","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.411367","2.180466","431505.927","4584748.33","431597.869","4584949.29","934330766","#","","01/01","31/12","1111110","13:30:00","16:00:00"," ",
"1116140850","Restaurant Can Cargol","#","C","València","324","324","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.395515","2.167478","430403.524","4582998.827","430495.456","4583199.77","934589631","#","","01/01","31/12","0000000","20:00:00","00:00:00"," ",
"1116140850","Restaurant Can Cargol","#","C","València","324","324","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.395515","2.167478","430403.524","4582998.827","430495.456","4583199.77","934589631","#","","01/01","31/12","0000000","13:00:00","16:00:00"," ",
"1131134311","Restaurant Hisop","#","Ptge","Marimon","9","9","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39449","2.148037","428777.212","4582900.872","428869.129","4583101.814","932413233","#","","01/01","31/12","0000011","20:30:00","23:00:00"," ",
"1131134311","Restaurant Hisop","#","Ptge","Marimon","9","9","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39449","2.148037","428777.212","4582900.872","428869.129","4583101.814","932413233","#","","01/01","31/12","0000011","13:30:00","15:30:00"," ",
"1131134311","Restaurant Hisop","#","Ptge","Marimon","9","9","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39449","2.148037","428777.212","4582900.872","428869.129","4583101.814","932413233","#","","01/01","31/12","1111101","20:30:00","23:00:00"," ",
"1166151203","Restaurant Litoral","#","C","Pescadors","87","87","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.37609","2.190046","432270.026","4580824.429","432361.976","4581025.353","932212209","#","","01/01","31/12","1000111","12:00:00","17:00:00"," ",
"1166151203","Restaurant Litoral","#","C","Pescadors","87","87","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.37609","2.190046","432270.026","4580824.429","432361.976","4581025.353","932212209","#","","01/01","31/12","1111001","12:00:00","17:00:00"," ",
"1166151203","Restaurant Litoral","#","C","Pescadors","87","87","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.37609","2.190046","432270.026","4580824.429","432361.976","4581025.353","932212209","#","","01/01","31/12","1111001","20:00:00","23:30:00"," ",
"1166151203","Restaurant Litoral","#","C","Pescadors","87","87","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.37609","2.190046","432270.026","4580824.429","432361.976","4581025.353","932212209","#","","01/01","31/12","1111110","12:00:00","18:00:00"," ",
"1257153143","Restaurant  Bona Sort","#","C","Carders","12","12","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.386117","2.180275","431463.421","4581945.316","431555.363","4582146.25","628296746","#","","01/01","31/12","0000000","12:00:00","23:45:00"," ",
"1271120255","Restaurant Coure","#","Ptge","Marimon","20","20","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394434","2.147907","428766.21","4582894.697","428858.127","4583095.639","932007532","#","","01/01","31/12","1000001","20:00:00","00:30:00"," ",
"1271120255","Restaurant Coure","#","Ptge","Marimon","20","20","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394434","2.147907","428766.21","4582894.697","428858.127","4583095.639","932007532","#","","01/01","31/12","1000001","13:00:00","16:00:00"," ",
"1299140304","Restaurant Farga *Beethoven","#","C","Beethoven","11","11","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39311","2.140582","428152.465","4582753.849","428244.376","4582954.789","932402044","#","","01/01","31/12","0000000","13:00:00","15:30:00"," ",
"1299140304","Restaurant Farga *Beethoven","#","C","Beethoven","11","11","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39311","2.140582","428152.465","4582753.849","428244.376","4582954.789","932402044","#","","01/01","31/12","0000001","08:00:00","23:59:00","Cafeteria",
"1299140304","Restaurant Farga *Beethoven","#","C","Beethoven","11","11","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39311","2.140582","428152.465","4582753.849","428244.376","4582954.789","932402044","#","","01/01","31/12","1111110","09:00:00","23:59:00","Cafeteria",
"1309130725","Restaurant Asador de Aranda *Pau Claris","#","C","Pau Claris","70","70","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.389244","2.171988","430773.933","4582299.056","430865.869","4582499.993","933425577","#","","01/01","31/12","0000000","13:00:00","23:30:00"," ",
"1320141330","Restaurant Foster's Hollywood *Pg Manuel Girona","#","Pg","Manuel Girona","32","32","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.390795","2.123144","426691.964","4582511.414","426783.862","4582712.352","932806153","#","","01/01","31/12","0000110","13:00:00","23:30:00"," ",
"1320141330","Restaurant Foster's Hollywood *Pg Manuel Girona","#","Pg","Manuel Girona","32","32","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.390795","2.123144","426691.964","4582511.414","426783.862","4582712.352","932806153","#","","01/01","31/12","1111011","13:00:00","23:59:00"," ",
"1320141330","Restaurant Foster's Hollywood *Pg Manuel Girona","#","Pg","Manuel Girona","32","32","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.390795","2.123144","426691.964","4582511.414","426783.862","4582712.352","932806153","#","","01/01","31/12","1111101","13:00:00","00:30:00"," ",
"1320142111","Restaurant Foster's Hollywood *Som Multiespai","#","Av","Rio de Janeiro","42","42","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435475","2.18013","431503.186","4587425.133","431595.127","4587626.118","932769070","#","","01/01","31/12","0000110","13:00:00","23:30:00"," ",
"1320142111","Restaurant Foster's Hollywood *Som Multiespai","#","Av","Rio de Janeiro","42","42","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435475","2.18013","431503.186","4587425.133","431595.127","4587626.118","932769070","#","","01/01","31/12","1111001","13:00:00","00:30:00"," ",
"1324130332","Bar Restaurant La Tasqueta","#","C","Pallars","243","243","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403023","2.200083","433136.951","4583806.732","433228.908","4584007.684","933075901","#","","01/01","31/12","0111111","08:00:00","21:00:00"," ",
"1324130332","Bar Restaurant La Tasqueta","#","C","Pallars","243","243","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403023","2.200083","433136.951","4583806.732","433228.908","4584007.684","933075901","#","","01/01","31/12","1001111","08:00:00","21:30:00"," ",
"1324130332","Bar Restaurant La Tasqueta","#","C","Pallars","243","243","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403023","2.200083","433136.951","4583806.732","433228.908","4584007.684","933075901","#","","01/01","31/12","1110111","14:00:00","21:00:00"," ",
"1324130332","Bar Restaurant La Tasqueta","#","C","Pallars","243","243","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403023","2.200083","433136.951","4583806.732","433228.908","4584007.684","933075901","#","","01/01","31/12","1111001","08:00:00","13:00:00"," ",
"1330162144","Bar Restaurant Japonès Machiroku","#","C","Moles","21","21","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.387199","2.172944","430851.672","4582071.29","430943.608","4582272.225","934126082","#","","01/01","31/12","0000011","13:30:00","15:30:00"," ",
"1330162144","Bar Restaurant Japonès Machiroku","#","C","Moles","21","21","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.387199","2.172944","430851.672","4582071.29","430943.608","4582272.225","934126082","#","","01/01","31/12","0000011","20:30:00","23:30:00"," ",
"1330162144","Bar Restaurant Japonès Machiroku","#","C","Moles","21","21","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.387199","2.172944","430851.672","4582071.29","430943.608","4582272.225","934126082","#","","01/01","31/12","1111101","20:30:00","23:30:00"," ",
"1348114320","Restaurant Taverna Abasolo Etxea","#","C","Marià Cubí","190","190","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394912","2.143843","428427.055","4582951.213","428518.969","4583152.155","932004877","#","","01/01","31/12","1000001","13:00:00","16:00:00"," ",
"1348114320","Restaurant Taverna Abasolo Etxea","#","C","Marià Cubí","190","190","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394912","2.143843","428427.055","4582951.213","428518.969","4583152.155","932004877","#","","01/01","31/12","1000001","20:00:00","00:00:00"," ",
"1348114320","Restaurant Taverna Abasolo Etxea","#","C","Marià Cubí","190","190","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394912","2.143843","428427.055","4582951.213","428518.969","4583152.155","932004877","#","","01/01","31/12","1111110","13:00:00","16:00:00"," ",
"2011144618","Bar Restaurant Xiscarexantar","#","C","Pere IV","59","59","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.396296","2.192245","432474.774","4583065.997","432566.725","4583266.942","934855862","#","","01/01","31/12","0000011","08:00:00","23:59:00"," ",
"2011144618","Bar Restaurant Xiscarexantar","#","C","Pere IV","59","59","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.396296","2.192245","432474.774","4583065.997","432566.725","4583266.942","934855862","#","","01/01","31/12","1111101","10:00:00","23:59:00"," ",
"2025203549","Restaurant Txalaparta","#","C","Sants","146","152","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.375577","2.133679","427555.905","4580813.044","427647.811","4581013.966","934092019","#","","01/01","31/12","0000001","12:00:00","23:59:00"," ",
"2025203549","Restaurant Txalaparta","#","C","Sants","146","152","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.375577","2.133679","427555.905","4580813.044","427647.811","4581013.966","934092019","#","","01/01","31/12","1111110","12:30:00","17:00:00"," ",
"2035193742","Restaurant Alta Taberna Paco Meralgo","#","C","Muntaner","171","171","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.391744","2.152509","429148.029","4582592.296","429239.949","4582793.235","934309027","#","","01/01","31/12","0000000","20:00:00","00:30:00"," ",
"2035193742","Restaurant Alta Taberna Paco Meralgo","#","C","Muntaner","171","171","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.391744","2.152509","429148.029","4582592.296","429239.949","4582793.235","934309027","#","","01/01","31/12","0000000","13:00:00","16:00:00"," ",
